"PAREDINT","BOOKSHOME","READ_AVG"
NA,NA,455.1457
12,1,441.3071
9,3,366.6195
12,1,471.6096
12,NA,471.5265
16,NA,389.1353
16,6,649.953
12,4,609.5534
12,2,587.2405
9,3,410.7378
12,4,501.3901
16,4,557.1464
12,2,301.1281
14.5,4,389.9231
16,2,493.3974
12,1,476.4584
16,4,708.8158
16,4,592.5614
16,NA,505.6431
14.5,2,419.98
16,2,294.1039
16,4,562.3505
12,NA,511.8269
16,2,529.205
16,1,379.3061
16,3,383.6135
16,NA,407.7155
14.5,4,709.7395
16,4,556.6864
12,3,442.4143
16,4,525.0321
6,3,382.515
16,4,582.7319
16,6,582.3005
16,4,330.2278
6,2,341.3672
12,4,470.9005
16,4,467.757
16,3,611.699
12,2,541.3072
16,2,399.6935
14.5,NA,606.0332
9,4,591.5501
12,2,390.2949
12,3,405.5965
16,4,658.0121
16,4,649.3313
16,2,388.7584
16,4,466.2844
16,NA,671.4772
12,2,298.6494
16,3,492.5743
14.5,4,434.7444
12,2,542.0316
NA,NA,451.2585
16,7,287.2051
14.5,2,618.766
12,2,422.7078
9,2,347.4398
9,1,435.3313
16,1,337.7152
16,2,373.7043
12,4,373.18
9,4,579.2538
14.5,1,495.3956
12,4,357.3234
16,6,647.1645
9,1,274.7166
12,2,584.0314
12,NA,494.521
16,1,390.224
16,2,391.5581
16,3,485.6553
NA,NA,457.4134
NA,NA,549.6877
12,3,402.6148
12,NA,468.6575
14.5,3,561.3271
16,4,646.3693
12,4,601.1069
16,2,229.7405
16,3,459.0424
16,3,579.611
16,4,585.1963
12,3,495.4998
12,4,605.3249
9,1,402.965
16,3,608.263
16,4,534.6222
12,4,537.3481
16,NA,677.2989
16,2,382.198
16,6,541.5103
12,3,575.8396
14.5,3,472.5259
16,4,501.4975
16,2,399.274
16,NA,459.4673
12,2,440.0846
12,2,260.4858
12,3,667.1412
16,NA,671.4928
16,3,385.7237
16,1,575.5474
12,3,505.3599
12,6,447.7903
16,4,523.8678
16,NA,589.9969
16,6,661.551
16,3,499.4674
12,3,560.8807
16,7,575.1039
16,NA,468.5471
16,4,489.2114
14.5,3,463.8968
12,2,725.7732
12,2,436.0391
16,4,500.8695
9,2,395.7774
16,2,333.8448
NA,NA,537.2393
12,1,262.2481
16,4,722.6014
16,4,581.8467
12,2,370.409
16,3,619.3527
16,3,633.9115
12,2,382.9787
16,NA,603.416
12,NA,580.2243
16,NA,472.2978
16,2,445.0585
16,3,563.8915
16,3,587.7539
12,NA,681.011
16,4,618.2709
9,4,465.3054
16,2,577.3044
16,1,329.6725
12,3,477.0936
12,4,474.1365
12,3,511.5707
12,2,305.5619
9,NA,427.1918
16,3,348.8522
NA,NA,516.6008
16,7,645.3491
NA,4,107.962
14.5,3,426.9054
16,2,478.9727
12,4,460.5938
16,6,700.7257
14.5,3,458.7359
12,NA,347.079
12,2,439.5013
9,2,327.219
16,4,562.711
12,2,472.4534
9,3,476.445
16,4,536.95
12,6,554.135
14.5,NA,421.8599
14.5,NA,531.2176
16,NA,731.7744
16,1,347.0842
12,3,496.5605
NA,NA,610.0965
16,4,584.8481
12,NA,597.0945
12,1,325.5828
16,4,446.5636
16,2,555.3111
16,6,658.2311
16,4,467.1383
16,2,376.8498
9,1,281.3174
16,3,446.075
16,3,426.0329
16,NA,619.8166
16,3,688.2574
16,1,344.4464
12,4,424.1572
12,4,396.36
16,6,701.9418
16,NA,598.5539
12,4,583.8162
14.5,6,507.5462
16,NA,681.3639
16,3,632.8463
3,3,543.063
16,4,500.0916
12,3,531.1829
16,4,465.2948
16,NA,418.244
16,3,507.2643
14.5,1,443.631
6,3,583.0834
16,NA,549.8948
16,6,638.7859
12,NA,541.8237
12,2,520.2591
12,NA,467.2303
14.5,3,534.9476
16,NA,593.1306
12,4,428.5009
16,NA,507.7733
16,3,474.5306
12,2,529.8272
16,1,475.375
12,4,476.3004
16,2,512.6324
9,3,479.4736
16,6,607.5586
16,4,386.2667
16,3,489.4857
16,3,363.0682
12,2,437.8681
16,6,710.4888
16,4,550.7156
16,2,583.9977
12,NA,436.1955
16,3,558.5361
16,4,576.6367
9,3,455.0517
16,4,670.6415
NA,NA,562.6702
12,4,472.4064
9,2,479.1076
16,6,507.1476
6,2,519.7373
NA,3,596.5681
16,4,654.634
16,2,470.1438
14.5,2,558.3088
9,2,486.3832
12,2,459.7441
12,4,509.7982
12,4,555.9446
12,4,249.9253
14.5,6,667.4479
14.5,3,564.1603
16,NA,615.9425
6,1,442.738
16,NA,465.7349
9,NA,534.6093
12,4,503.4727
16,4,532.8211
16,7,633.3517
12,2,422.4866
16,4,433.5592
6,3,491.9808
6,3,464.0971
12,3,490.4833
12,2,407.1961
16,6,607.3201
16,2,401.1031
6,3,561.4277
16,NA,584.2401
12,2,449.7002
6,NA,347.5395
16,2,477.5561
12,4,570.7804
16,4,416.8231
9,1,413.7731
14.5,NA,538.1559
16,2,349.7943
16,NA,591.8493
12,2,460.2872
12,6,559.2192
16,2,341.6892
NA,3,488.8457
16,4,528.0676
16,4,641.0281
16,2,547.3603
NA,NA,332.4487
12,NA,529.9425
16,3,289.0138
16,4,690.1755
16,NA,485.5556
16,4,625.3782
16,4,716.378
12,3,484.5898
12,7,402.5075
NA,NA,498.2329
16,2,243.8433
16,4,469.2012
16,3,539.2605
16,NA,511.5995
3,2,537.6248
16,4,585.3609
16,4,521.0378
16,3,590.2422
9,2,432.2029
16,4,433.7626
16,2,316.7929
16,NA,582.0783
12,4,514.9238
12,1,454.0006
16,NA,488.8439
16,NA,673.4859
16,4,372.5052
16,2,374.82
12,6,607.1516
16,3,470.3209
14.5,4,576.2286
16,2,655.3763
16,2,454.8928
16,3,468.9729
14.5,4,398.1483
16,3,491.6713
12,2,642.5504
12,2,506.4336
16,4,568.4804
12,3,505.0986
16,1,391.041
12,4,531.3431
16,4,453.2411
16,3,308.0029
9,4,607.2882
16,4,433.3602
16,3,563.8479
16,3,638.5076
16,NA,672.5853
14.5,6,567.8693
16,NA,476.0804
12,3,297.6403
16,3,361.7352
NA,NA,493.7664
16,4,423.1266
12,NA,574.0796
12,4,646.5771
16,NA,452.1327
16,4,496.2227
12,2,370.4521
14.5,4,655.2549
16,4,489.8742
16,2,658.8329
12,4,431.4968
3,2,435.4053
16,3,394.6986
14.5,3,584.7086
6,4,278.9101
9,4,496.4006
16,1,265.736
16,2,322.5732
12,4,395.1869
12,3,428.3469
16,NA,681.8569
14.5,3,298.5144
16,4,595.6077
16,4,507.2789
9,2,374.0009
16,3,482.1991
6,2,514.7916
12,2,625.0056
NA,NA,445.0693
12,4,613.1743
16,4,496.6169
16,3,462.4777
16,NA,610.1633
12,4,519.4107
12,6,516.6815
16,4,482.9678
14.5,3,477.4994
16,NA,547.352
12,2,444.325
12,1,391.5875
12,3,391.7127
9,3,391.9348
16,2,461.3612
12,2,417.4772
14.5,6,462.3615
12,4,389.2683
16,4,570.0614
16,4,442.9116
16,4,403.028
12,2,651.3752
12,2,361.7082
16,4,642.8354
16,3,541.6849
NA,NA,497.0373
NA,NA,510.7762
16,NA,564.9187
12,2,538.1153
12,3,398.624
16,NA,643.9728
12,4,378.9013
12,4,572.1558
16,6,507.8632
12,3,569.7107
16,4,469.7368
16,4,499.9205
16,6,596.4811
12,2,331.2981
16,3,590.6732
NA,NA,627.594
16,1,338.0594
14.5,3,504.4186
16,1,359.9641
6,2,473.9073
16,NA,520.0736
12,4,510.1808
16,7,526.9262
16,4,479.4967
12,2,344.9008
16,NA,632.5217
14.5,4,447.4075
16,NA,563.561
16,4,556.2048
16,6,675.811
16,4,547.7741
16,7,580.2092
12,6,521.4725
3,2,538.5801
16,4,566.7954
12,2,404.0762
16,3,607.0291
12,1,468.1378
NA,NA,455.3408
12,3,574.8202
16,6,709.3217
16,2,538.3353
16,3,461.1078
12,2,455.9107
3,2,424.1849
12,1,317.9576
16,3,274.7653
16,3,495.1533
16,6,691.5405
12,4,531.2462
16,NA,493.2538
14.5,4,566.6355
16,4,713.3776
14.5,4,410.0743
16,6,704.4145
12,1,446.4195
16,3,517.104
16,6,595.4645
16,2,395.7445
12,4,507.2222
16,2,475.6235
16,2,454.9841
12,2,454.8606
12,4,291.5
16,2,446.9799
12,NA,423.7282
9,2,297.9395
16,3,512.6193
12,2,521.3969
16,4,657.6239
16,2,584.7817
12,2,351.7584
16,4,523.322
12,3,492.4317
12,3,631.3193
9,3,445.1617
12,4,258.8151
16,3,664.571
16,6,587.3589
16,NA,540.8071
16,NA,649.4573
12,NA,358.3679
16,6,646.6515
6,2,352.6654
16,4,698.9185
16,4,540.0908
12,4,586.6245
16,3,522.1317
16,2,375.0265
14.5,3,374.1201
16,4,584.0614
16,NA,609.3568
16,2,365.748
16,1,363.3171
16,7,674.7243
3,2,365.59
16,6,543.196
14.5,4,518.8057
16,2,263.1557
16,4,471.5974
16,3,615.7069
16,2,591.3847
16,4,598.9911
16,4,530.9598
12,1,329.0066
16,4,398.9893
16,4,628.5064
16,3,534.4341
9,3,489.8277
16,3,344.4384
16,4,478.6838
16,4,580.3627
16,2,481.8404
16,6,750.0561
NA,NA,544.4995
16,7,693.8611
16,4,627.5107
9,3,504.2134
14.5,4,545.8874
16,3,503.8182
16,4,350.5252
16,4,630.2978
12,4,511.1077
16,2,422.821
16,NA,607.1508
16,6,470.11
12,1,418.6562
NA,NA,487.4809
16,2,494.1671
16,3,430.5738
16,4,491.7075
12,2,320.1414
14.5,NA,578.3937
16,4,535.1578
12,4,634.7406
12,NA,648.5746
16,6,333.7866
16,3,471.019
12,3,601.4258
NA,NA,439.2066
16,NA,720.5925
16,4,560.0083
16,3,416.0654
16,3,334.9312
16,6,488.4313
12,3,470.1778
14.5,4,558.5304
16,2,401.5233
12,2,511.9497
16,2,462.3354
16,1,479.4017
12,1,409.5877
16,4,639.3516
12,3,436.9584
12,4,583.7269
12,1,564.2654
16,NA,727.0662
16,3,551.7247
16,4,562.926
16,6,662.8105
16,4,510.8044
12,3,419.9102
16,3,331.9354
12,3,650.8768
14.5,2,482.552
16,2,587.4124
3,4,490.2487
16,6,572.825
6,2,422.38
16,3,413.743
NA,NA,630.6649
16,3,492.4899
NA,NA,550.5873
16,2,343.9838
NA,NA,637.7298
12,3,370.42
12,3,433.058
16,7,611.8502
16,4,307.0519
16,2,423.9127
16,NA,254.764
12,4,586.8883
12,1,434.4115
16,NA,557.1084
9,2,328.6645
12,2,367.8773
16,4,479.2117
12,3,446.8909
16,6,414.1099
16,NA,518.9188
16,6,630.8406
12,2,566.813
12,4,639.9164
NA,NA,534.6729
16,3,559.4519
3,3,558.0186
16,3,694.4119
16,2,450.7928
16,4,602.0965
16,NA,503.2112
14.5,2,366.0331
14.5,2,569.6858
12,6,450.7496
16,1,318.7712
16,4,597.5048
16,2,268.02
6,3,523.0701
16,NA,665.8235
12,4,376.866
16,4,638.3581
12,3,439.5438
16,3,523.7062
16,4,447.076
12,2,231.2978
12,2,483.192
12,4,439.6533
16,3,586.3188
16,3,501.6718
16,NA,405.9955
12,2,426.4822
12,1,308.2937
16,4,508.1168
16,1,339.9978
16,NA,565.3776
16,NA,422.7384
12,3,577.2634
16,6,713.0878
9,2,375.1711
12,2,261.0323
16,NA,500.955
16,6,698.9277
NA,NA,656.784
16,3,346.9071
NA,NA,508.9366
12,4,522.7873
16,2,588.8596
12,3,465.2241
16,2,482.9699
16,6,503.4341
9,3,621.3927
16,2,497.6185
9,NA,503.1525
16,6,512.6453
12,4,651.4074
16,2,463.9312
NA,NA,535.4627
12,4,719.8146
12,1,562.5379
16,1,371.2411
12,3,484.0505
12,3,602.0033
12,4,453.3981
16,4,630.411
NA,NA,586.6208
12,4,463.1136
16,4,465.3419
6,3,411.5574
9,2,568.8443
12,2,505.9554
16,NA,619.0465
16,4,636.9845
NA,NA,482.4378
12,3,541.4917
12,4,568.6938
12,NA,592.0309
16,2,543.747
12,2,361.9518
16,NA,633.275
16,4,483.7327
16,2,497.0129
12,1,362.7504
12,3,469.5242
12,3,579.1784
16,2,447.8094
9,2,302.194
12,4,460.0215
14.5,4,498.0924
3,2,467.5055
16,4,576.7303
16,1,281.0311
16,4,420.4187
16,4,427.7553
16,4,503.8039
16,4,537.9608
16,NA,594.4752
9,1,428.755
12,4,616.4094
NA,NA,503.6707
16,4,305.2727
12,4,667.0447
16,4,465.1216
12,2,415.8228
9,2,475.4145
NA,NA,453.2567
6,2,523.9892
14.5,1,344.8121
16,4,684.3436
16,6,675.1087
12,3,493.7984
12,4,633.6734
16,3,631.0554
NA,NA,517.3859
16,4,406.2427
16,3,511.7677
16,3,448.0094
16,3,536.4809
16,4,382.8614
9,4,450.3901
16,4,457.3947
16,1,570.6351
12,1,442.3133
12,2,323.4036
12,3,515.0886
NA,NA,499.8482
12,NA,727.5991
16,3,577.0118
16,7,551.1265
12,6,675.6593
16,2,437.982
3,2,359.5456
9,2,335.8593
9,4,400.5994
14.5,4,609.9297
16,3,491.4191
9,3,475.6016
14.5,2,465.251
12,4,537.2618
12,4,429.267
16,1,409.7779
16,2,404.6919
16,4,364.6307
16,4,629.9994
16,3,546.8258
9,1,402.5584
16,1,450.4218
16,4,710.9476
16,NA,308.4082
6,2,432.3738
12,1,422.773
16,2,439.1993
12,2,431.7931
12,3,384.9202
16,4,721.1797
16,6,320.6411
12,2,606.0511
14.5,4,538.2222
16,2,465.6736
16,3,408.4152
16,3,577.0571
16,2,411.6131
16,4,462.2007
14.5,1,476.3651
16,NA,549.2674
16,7,697.3843
16,2,338.3152
16,3,459.9926
16,6,758.6025
16,4,533.1966
16,NA,522.8355
16,3,504.8905
9,2,428.2756
16,3,637.6536
12,3,594.7306
12,2,471.2514
12,1,325.3647
16,2,351.5172
16,2,353.6097
9,2,334.8255
16,4,574.5557
12,2,489.0665
12,4,496.0716
16,4,503.2259
NA,NA,607.0219
12,4,361.5025
16,4,534.0823
12,2,419.9495
12,1,548.0214
12,2,338.7995
16,4,522.4237
12,NA,582.0192
NA,NA,389.656
16,3,519.7116
12,3,409.3139
12,2,538.6632
16,6,511.6096
16,4,616.5376
12,4,666.0302
16,2,388.0735
16,2,470.2769
12,3,407.4881
16,3,280.4927
16,2,476.9961
6,3,443.7964
16,NA,609.6356
12,3,615.3956
12,1,538.9466
12,4,642.7593
16,2,503.7992
12,4,474.2473
NA,NA,381.8635
12,4,529.4722
9,1,306.7352
16,1,369.7835
14.5,3,395.06
12,4,566.4659
16,NA,530.7443
16,6,747.4564
12,3,606.1435
9,3,398.7349
16,NA,541.5672
16,4,584.0339
16,NA,535.9483
16,4,545.4929
16,3,502.1487
16,NA,633.8001
14.5,3,398.8296
12,3,371.8324
16,NA,524.8269
12,6,438.1889
12,NA,446.4591
16,1,366.2841
12,1,508.2468
16,4,665.5806
16,2,372.452
16,4,577.4051
16,2,477.2917
16,3,519.6615
16,3,239.1221
16,6,332.3121
16,3,558.9268
16,4,619.2534
16,3,334.0658
12,2,549.5842
12,4,590.4293
14.5,2,411.692
16,4,562.1796
16,6,546.164
16,NA,577.1018
16,4,655.0397
3,2,418.054
16,4,613.1428
12,2,506.1665
6,1,407.2462
16,3,530.6663
12,3,653.4075
9,3,317.5964
12,2,438.3807
16,NA,526.2807
16,6,652.7411
16,4,456.9462
16,2,389.3813
12,1,347.0404
12,3,514.0392
9,2,334.9254
16,4,452.7182
16,NA,483.1767
16,NA,434.2664
16,3,478.1363
16,6,704.7243
NA,NA,410.232
16,3,627.9956
16,6,639.6734
16,4,453.0469
16,NA,390.5263
6,1,329.432
16,3,441.2773
NA,NA,531.3825
12,4,459.551
12,2,418.8968
12,2,422.1953
16,3,555.3793
16,4,547.6845
12,4,527.927
16,4,516.9821
16,1,401.3066
9,1,341.8245
16,4,598.9799
16,4,472.7237
9,2,463.8148
16,2,665.01
12,4,355.7946
16,4,629.1462
16,7,663.9614
12,3,460.1356
16,NA,569.4559
16,4,660.2583
12,2,465.7285
12,1,400.4829
16,7,659.154
16,NA,571.5039
16,4,369.9187
16,4,587.2686
16,4,770.5036
16,4,318.8503
12,1,484.8697
16,4,421.4547
16,4,413.1628
16,NA,651.3734
12,4,491.2435
NA,4,538.4837
16,4,584.8386
12,2,569.7163
16,4,441.5487
12,2,554.0941
9,4,604.3088
14.5,3,446.4512
9,3,462.3356
16,3,567.9974
16,4,656.7914
12,4,456.8516
12,3,519.4004
12,6,484.7845
12,1,476.4736
16,3,538.0108
16,2,345.7747
16,4,356.5531
16,1,440.0097
16,3,508.5778
16,4,496.692
16,7,683.628
12,3,501.2384
16,4,591.6895
16,3,469.7494
16,4,616.9756
16,4,606.6623
16,4,671.8455
14.5,2,378.8368
16,1,430.4606
12,6,642.4687
16,4,410.6343
9,3,521.7115
14.5,3,460.937
12,3,524.1283
16,3,439.3069
16,6,663.7677
9,2,479.7233
12,3,399.6622
12,4,603.8116
9,2,454.9136
16,NA,475.1724
16,2,541.4572
16,2,452.5038
12,2,502.6416
12,2,476.5649
9,2,472.5768
16,2,223.1168
16,4,383.1851
16,7,642.3268
12,3,387.2337
16,6,587.9429
16,3,408.2004
16,7,701.6844
16,NA,657.556
16,NA,546.4758
16,4,610.6503
16,1,342.4912
16,4,365.7877
12,2,539.8129
12,2,467.8083
16,3,549.2292
12,2,374.7034
12,2,447.7109
6,2,316.5715
12,1,488.4666
12,3,438.6279
NA,NA,490.2469
NA,NA,394.5309
16,2,410.2321
16,NA,683.2289
16,4,613.4663
16,NA,586.6821
NA,NA,532.4177
12,3,582.0464
16,4,619.9598
NA,NA,505.7023
9,3,591.7284
16,3,593.2622
16,4,594.5422
14.5,2,431.106
12,6,545.3236
16,1,324.7929
16,3,530.2348
12,4,539.7726
16,6,589.3948
12,3,261.3643
16,7,584.3666
16,6,548.8377
9,4,434.742
14.5,NA,523.8773
6,4,530.9462
12,6,617.7016
16,NA,568.2239
16,2,289.0769
16,1,419.0783
12,4,447.7805
16,NA,618.274
16,6,548.2614
16,4,570.2377
16,3,483.0621
16,4,709.5113
12,4,599.1692
16,7,631.7728
16,NA,491.5949
16,4,655.0227
16,4,660.2345
16,6,674.1453
NA,NA,418.7026
12,4,513.5622
12,3,541.0478
9,2,364.4993
14.5,2,443.3583
16,2,540.5041
9,2,430.0893
16,4,496.6416
12,4,656.4422
16,6,465.7479
16,3,732.7985
12,2,421.0082
16,4,358.1582
16,3,442.0247
16,4,581.5202
16,6,636.8249
12,4,435.6787
16,4,709.1455
14.5,4,569.2329
16,4,446.5108
16,4,382.4314
3,1,435.3412
14.5,4,598.2311
16,1,476.4416
NA,NA,520.7502
16,3,629.1894
16,2,387.3367
16,4,492.1806
12,NA,669.5636
9,2,383.5824
14.5,4,528.6634
16,2,439.8097
12,3,596.2175
12,2,372.3128
16,4,649.9852
12,4,604.7271
NA,NA,455.9224
16,3,300.9542
16,6,559.719
16,2,341.7849
12,2,624.9446
9,3,524.8636
16,NA,609.0335
16,4,410.5893
14.5,4,609.2857
NA,NA,387.65
16,1,617.7872
16,4,571.346
9,3,548.1373
9,NA,526.1205
12,3,605.9051
14.5,3,591.3418
12,2,428.0586
16,7,730.0571
NA,NA,475.1056
16,4,608.275
16,6,582.8673
12,3,430.0209
16,7,708.0081
16,2,310.5461
16,NA,625.6531
12,4,626.789
12,3,498.0851
16,3,424.0788
16,6,523.0187
16,6,494.1716
14.5,2,519.0956
NA,NA,451.1338
9,3,524.3098
14.5,2,624.9094
3,2,358.9278
16,6,698.2878
16,4,543.945
14.5,2,370.9061
12,3,503.3219
6,2,367.6367
12,4,672.8459
12,2,493.7354
16,4,627.2892
12,2,571.4921
16,4,658.6405
16,2,462.3698
16,3,425.0253
14.5,2,474.9728
16,4,669.001
16,4,444.7522
16,3,672.0565
14.5,NA,438.1727
NA,NA,456.0219
16,6,754.1375
12,4,526.165
12,NA,560.6378
14.5,2,410.7083
16,7,742.3815
16,6,322.7625
16,NA,429.5835
16,NA,321.4078
16,NA,622.5238
NA,NA,483.7133
NA,NA,508.7704
12,4,314.9408
16,3,514.1105
16,4,550.9974
16,6,699.0986
16,4,557.1355
16,7,697.0632
16,NA,399.2614
16,NA,562.2593
16,4,546.5697
12,3,387.4208
16,2,489.8167
6,2,541.2101
16,4,407.1761
12,2,357.5395
NA,NA,597.6633
16,NA,568.2755
12,2,569.7502
16,NA,662.2712
14.5,4,571.0634
12,1,621.7283
16,NA,569.2859
12,3,586.8223
12,NA,487.8125
14.5,7,432.8077
12,1,417.7574
12,4,543.4982
16,3,505.5621
14.5,2,361.5488
16,NA,475.909
16,4,617.9237
16,NA,592.27
14.5,4,552.9
6,4,607.1168
12,4,586.9434
NA,NA,623.2406
12,2,459.7394
12,NA,368.457
9,2,437.971
12,3,439.3209
16,4,697.8827
9,3,519.3752
16,3,480.7605
12,2,460.0671
9,1,378.6844
12,3,292.6004
16,4,567.6144
12,4,613.7601
16,NA,468.0491
16,6,599.3174
16,NA,429.7927
12,NA,666.443
16,6,656.4249
16,2,579.9603
16,4,321.6567
9,3,339.4665
12,2,545.064
12,2,554.7309
16,NA,446.8152
12,4,514.2334
16,2,512.9102
16,4,475.2722
12,NA,403.5206
16,2,424.0085
16,4,488.2671
12,4,600.8998
16,6,549.3545
16,4,700.2143
12,3,305.0577
12,4,519.86
14.5,NA,573.7886
16,2,233.9789
16,4,598.0303
12,2,298.9854
16,1,315.559
12,NA,514.4296
14.5,6,560.4506
16,3,575.4964
16,7,509.4764
16,2,544.8659
16,2,361.523
16,4,391.8172
12,4,409.3267
12,2,459.1119
12,4,492.4551
12,4,594.2015
16,3,488.4006
16,6,608.7398
9,4,479.4949
16,4,459.1921
16,6,546.6198
16,NA,580.0573
16,6,642.4911
14.5,4,585.9107
14.5,3,419.7549
16,4,257.9165
16,2,471.8104
16,2,491.88
12,2,389.1008
16,6,538.8212
16,4,576.5391
12,2,385.7819
12,4,456.4218
16,3,682.2153
12,7,547.0935
16,3,496.4098
14.5,3,638.4385
12,2,417.779
6,2,378.4366
12,4,531.2246
16,6,575.8486
16,3,531.6608
12,3,438.0963
16,1,288.8571
16,2,394.8355
16,1,436.6452
16,3,406.3284
NA,NA,527.1013
12,2,457.2908
16,4,644.9107
16,2,553.9102
14.5,4,510.4817
12,4,492.5748
16,6,627.513
16,4,293.0374
16,6,588.7061
16,NA,577.1404
9,2,368.0827
12,4,496.4989
16,7,529.1479
16,2,500.6431
12,2,344.0521
12,3,295.2696
16,6,603.6091
NA,NA,638.797
12,3,424.4085
16,3,512.3267
12,1,409.6592
16,1,237.965
16,NA,543.5916
12,2,375.1632
16,NA,729.9263
12,3,583.0519
16,1,378.9669
16,4,514.5836
16,3,684.4457
16,NA,376.7337
16,NA,497.8003
16,4,580.7516
12,3,341.5962
16,7,460.4118
12,4,657.9653
12,NA,566.1699
12,2,373.4581
16,4,615.1638
12,3,534.907
NA,NA,592.6491
NA,1,348.2214
9,1,532.6064
12,1,600.464
14.5,4,555.1936
16,NA,651.4112
16,4,497.9961
16,6,557.1075
14.5,2,479.278
16,4,588.8522
12,1,401.3926
16,4,344.3888
12,3,339.8704
12,3,568.3108
12,3,532.7618
16,4,614.0315
12,3,730.9485
16,4,552.7574
16,7,644.6277
14.5,3,530.1857
14.5,4,663.9827
16,1,437.4147
16,2,398.5323
16,7,605.7538
12,3,483.8687
12,2,415.5903
12,1,344.0702
12,4,580.2117
NA,NA,450.2148
16,NA,399.5408
9,1,567.4649
12,3,467.6393
16,2,506.8198
14.5,NA,373.1373
16,4,405.7741
16,NA,635.302
16,3,433.0838
9,1,396.0226
16,6,559.8092
9,1,314.8494
12,4,474.0636
16,4,475.8248
12,3,563.1738
12,4,642.6156
16,1,361.3345
12,3,364.5809
16,3,655.5662
16,7,585.6684
16,3,594.9398
12,NA,660.4052
16,2,617.826
14.5,3,546.6411
14.5,4,515.6517
NA,NA,416.0234
12,4,527.6832
16,4,459.6908
16,7,578.7288
16,6,713.264
9,3,590.7555
16,4,445.8934
16,3,562.4944
16,2,324.3191
16,6,539.7295
16,4,451.857
16,2,244.5874
16,4,668.1346
16,3,474.194
16,7,606.3282
16,6,600.7419
12,3,336.1329
16,4,530.286
12,4,513.9117
16,3,456.8826
12,2,529.8545
16,6,720.4751
6,2,285.5096
12,3,482.5827
16,4,512.0554
16,6,635.2635
16,1,562.8152
12,3,604.6272
16,1,335.9554
12,3,564.1846
12,1,309.1949
14.5,NA,544.715
16,6,470.2796
16,1,365.5576
16,7,502.9303
16,3,411.2234
16,3,441.9532
16,4,670.9846
12,3,418.7107
16,6,445.7892
16,3,474.5358
16,NA,512.2054
16,4,571.8023
12,4,463.7643
16,7,671.6081
12,3,425.0755
16,3,277.4258
12,4,527.4069
16,3,462.8394
9,2,427.5913
12,2,519.2352
3,4,689.976
16,1,476.8433
16,2,398.1018
16,3,407.6038
16,2,561.3708
9,3,503.9454
16,4,546.5613
16,4,690.9341
12,2,544.8405
14.5,2,527.7356
NA,NA,477.8035
16,7,577.0694
16,3,665.5548
16,4,477.7871
16,1,419.8932
12,2,520.6524
16,2,416.5135
NA,NA,428.2297
12,2,395.038
NA,NA,605.3255
12,4,504.4125
14.5,3,589.0717
14.5,2,345.3532
16,3,568.6786
16,4,534.0895
14.5,4,679.6045
16,4,479.2086
NA,NA,569.8141
16,3,587.2208
16,3,467.5251
16,3,441.3784
16,4,549.7795
16,4,473.4237
16,4,497.4479
12,4,391.3136
16,NA,489.3532
16,4,439.8531
12,4,637.1679
16,2,406.8983
12,4,415.7145
12,1,345.9271
16,2,644.9845
12,2,381.5245
NA,NA,328.2798
16,1,519.2041
16,4,569.6451
16,3,549.274
16,4,535.5413
16,6,493.045
NA,4,586.8489
16,2,517.6187
NA,3,405.9495
12,1,335.6838
12,4,410.133
16,6,752.9532
12,2,498.7313
12,4,394.6351
NA,NA,520.7863
12,4,515.4088
16,NA,664.0704
16,4,488.957
12,4,431.3669
16,3,404.8815
16,7,322.1203
12,3,542.9398
16,2,525.4168
16,1,433.5556
16,4,615.5862
12,4,515.8918
9,2,398.6087
16,4,548.6559
16,NA,340.3662
12,2,351.9858
12,1,390.3699
12,2,483.012
16,4,562.6629
16,4,485.6477
9,3,543.7312
16,6,482.1945
16,NA,607.2495
14.5,2,371.9133
12,1,420.5083
16,2,591.7379
12,4,592.3779
12,4,365.8081
16,4,471.927
16,7,643.0998
9,NA,535.6724
16,6,536.1645
16,2,539.235
9,2,476.1604
9,2,572.6235
14.5,1,276.2486
16,2,605.6588
16,1,583.0683
NA,NA,369.3249
NA,NA,681.7969
12,3,520.5125
16,NA,603.3612
16,2,248.074
12,2,453.5757
12,4,508.7468
16,3,458.8658
16,3,321.9289
9,4,442.9974
16,7,712.5567
16,6,650.8029
16,7,607.2055
NA,NA,562.2598
12,1,525.8222
12,2,448.141
16,3,459.0301
NA,NA,310.7883
12,2,471.0653
16,4,505.2085
16,6,459.8864
16,NA,468.8373
NA,3,387.6222
16,1,630.3437
NA,NA,394.658
12,4,645.8419
16,3,598.0252
NA,NA,569.5264
12,3,603.3404
16,4,481.3245
12,1,478.1766
12,3,569.5009
12,2,405.6364
NA,NA,554.3621
NA,NA,460.1999
12,2,419.0921
12,4,557.5801
16,3,443.6084
12,1,265.2946
16,3,448.9666
16,7,551.6448
6,3,554.5704
16,6,473.7344
14.5,1,496.432
16,NA,546.7611
16,2,480.3106
16,3,431.2091
16,NA,665.7357
16,4,417.9858
16,1,419.3354
14.5,NA,668.9103
NA,NA,515.0335
16,4,395.2033
6,3,581.4929
6,3,383.163
12,3,484.0871
16,4,697.5138
16,2,486.6389
16,4,517.2323
12,1,381.2914
16,2,599.4111
16,3,396.1787
NA,NA,529.3418
14.5,4,543.7752
16,NA,514.8291
16,2,581.3038
16,NA,623.3942
12,4,379.238
16,3,287.7811
NA,NA,522.6804
12,2,495.4458
16,4,608.917
